#ndep: 2897
#depth (km)      Eta_arithmetic          Eta_geometric
   656.0           1.0000E+00              1.0000E+00
   657.0           1.0000E+00              1.0000E+00
   658.0           1.0000E+00              1.0000E+00
   659.0           1.0000E+00              1.0000E+00
   660.0           1.0000E+00              1.0000E+00
   661.0           1.0000E+00              1.0000E+00
   662.0           1.0000E+00              1.0000E+00
   663.0           1.0000E+00              1.0000E+00
   664.0           1.0000E+00              1.0000E+00
   665.0           1.0000E+00              1.0000E+00
   666.0           1.0000E+00              1.0000E+00
   667.0           1.0000E+00              1.0000E+00
   668.0           1.0000E+00              1.0000E+00
   669.0           1.0000E+00              1.0000E+00
   670.0           1.0000E+00              1.0000E+00
   671.0           1.0000E+00              1.0000E+00
   672.0           1.0000E+00              1.0000E+00
   673.0           1.0000E+00              1.0000E+00
   674.0           1.0000E+00              1.0000E+00
   675.0           1.0000E+00              1.0000E+00
   676.0           1.0000E+00              1.0000E+00
   677.0           1.0000E+00              1.0000E+00
   678.0           1.0000E+00              1.0000E+00
   679.0           1.0000E+00              1.0000E+00
   680.0           1.0000E+00              1.0000E+00
   681.0           1.0000E+00              1.0000E+00
   682.0           1.0000E+00              1.0000E+00
   683.0           1.0000E+00              1.0000E+00
   684.0           1.0000E+00              1.0000E+00
   685.0           1.0000E+00              1.0000E+00
   686.0           1.0000E+00              1.0000E+00
   687.0           1.0000E+00              1.0000E+00
   688.0           1.0000E+00              1.0000E+00
   689.0           1.0000E+00              1.0000E+00
   690.0           1.0000E+00              1.0000E+00
   691.0           1.0000E+00              1.0000E+00
   692.0           1.0000E+00              1.0000E+00
   693.0           1.0000E+00              1.0000E+00
   694.0           1.0000E+00              1.0000E+00
   695.0           1.0000E+00              1.0000E+00
   696.0           1.0000E+00              1.0000E+00
   697.0           1.0000E+00              1.0000E+00
   698.0           1.0000E+00              1.0000E+00
   699.0           1.0000E+00              1.0000E+00
   700.0           1.0000E+00              1.0000E+00
   701.0           1.0000E+00              1.0000E+00
   702.0           1.0000E+00              1.0000E+00
   703.0           1.0000E+00              1.0000E+00
   704.0           1.0000E+00              1.0000E+00
   705.0           1.0000E+00              1.0000E+00
   706.0           1.0000E+00              1.0000E+00
   707.0           1.0000E+00              1.0000E+00
   708.0           1.0000E+00              1.0000E+00
   709.0           1.0000E+00              1.0000E+00
   710.0           1.0000E+00              1.0000E+00
   711.0           1.0000E+00              1.0000E+00
   712.0           1.0000E+00              1.0000E+00
   713.0           1.0000E+00              1.0000E+00
   714.0           1.0000E+00              1.0000E+00
   715.0           1.0000E+00              1.0000E+00
   716.0           1.0000E+00              1.0000E+00
   717.0           1.0000E+00              1.0000E+00
   718.0           1.0000E+00              1.0000E+00
   719.0           1.0000E+00              1.0000E+00
   720.0           1.0000E+00              1.0000E+00
   721.0           1.0000E+00              1.0000E+00
   722.0           1.0000E+00              1.0000E+00
   723.0           1.0000E+00              1.0000E+00
   724.0           1.0000E+00              1.0000E+00
   725.0           1.0000E+00              1.0000E+00
   726.0           1.0000E+00              1.0000E+00
   727.0           1.0000E+00              1.0000E+00
   728.0           1.0000E+00              1.0000E+00
   729.0           1.0000E+00              1.0000E+00
   730.0           1.0000E+00              1.0000E+00
   731.0           1.0000E+00              1.0000E+00
   732.0           1.0000E+00              1.0000E+00
   733.0           1.0000E+00              1.0000E+00
   734.0           1.0000E+00              1.0000E+00
   735.0           1.0000E+00              1.0000E+00
   736.0           1.0000E+00              1.0000E+00
   737.0           1.0000E+00              1.0000E+00
   738.0           1.0000E+00              1.0000E+00
   739.0           1.0000E+00              1.0000E+00
   740.0           1.0000E+00              1.0000E+00
   741.0           1.0000E+00              1.0000E+00
   742.0           1.0000E+00              1.0000E+00
   743.0           1.0000E+00              1.0000E+00
   744.0           1.0000E+00              1.0000E+00
   745.0           1.0000E+00              1.0000E+00
   746.0           1.0000E+00              1.0000E+00
   747.0           1.0000E+00              1.0000E+00
   748.0           1.0000E+00              1.0000E+00
   749.0           1.0000E+00              1.0000E+00
   750.0           1.0000E+00              1.0000E+00
   751.0           1.0000E+00              1.0000E+00
   752.0           1.0000E+00              1.0000E+00
   753.0           1.0000E+00              1.0000E+00
   754.0           1.0000E+00              1.0000E+00
   755.0           1.0000E+00              1.0000E+00
   756.0           1.0000E+00              1.0000E+00
   757.0           1.0000E+00              1.0000E+00
   758.0           1.0000E+00              1.0000E+00
   759.0           1.0000E+00              1.0000E+00
   760.0           1.0000E+00              1.0000E+00
   761.0           1.0000E+00              1.0000E+00
   762.0           1.0000E+00              1.0000E+00
   763.0           1.0000E+00              1.0000E+00
   764.0           1.0000E+00              1.0000E+00
   765.0           1.0000E+00              1.0000E+00
   766.0           1.0000E+00              1.0000E+00
   767.0           1.0000E+00              1.0000E+00
   768.0           1.0000E+00              1.0000E+00
   769.0           1.0000E+00              1.0000E+00
   770.0           1.0000E+00              1.0000E+00
   771.0           1.0000E+00              1.0000E+00
   772.0           1.0000E+00              1.0000E+00
   773.0           1.0000E+00              1.0000E+00
   774.0           1.0000E+00              1.0000E+00
   775.0           1.0000E+00              1.0000E+00
   776.0           1.0000E+00              1.0000E+00
   777.0           1.0000E+00              1.0000E+00
   778.0           1.0000E+00              1.0000E+00
   779.0           1.0000E+00              1.0000E+00
   780.0           1.0000E+00              1.0000E+00
   781.0           1.0000E+00              1.0000E+00
   782.0           1.0000E+00              1.0000E+00
   783.0           1.0000E+00              1.0000E+00
   784.0           1.0000E+00              1.0000E+00
   785.0           1.0000E+00              1.0000E+00
   786.0           1.0000E+00              1.0000E+00
   787.0           1.0000E+00              1.0000E+00
   788.0           1.0000E+00              1.0000E+00
   789.0           1.0000E+00              1.0000E+00
   790.0           1.0000E+00              1.0000E+00
   791.0           1.0000E+00              1.0000E+00
   792.0           1.0000E+00              1.0000E+00
   793.0           1.0000E+00              1.0000E+00
   794.0           1.0000E+00              1.0000E+00
   795.0           1.0000E+00              1.0000E+00
   796.0           1.0000E+00              1.0000E+00
   797.0           1.0000E+00              1.0000E+00
   798.0           1.0000E+00              1.0000E+00
   799.0           1.0000E+00              1.0000E+00
   800.0           1.0000E+00              1.0000E+00
   801.0           1.0000E+00              1.0000E+00
   802.0           1.0000E+00              1.0000E+00
   803.0           1.0000E+00              1.0000E+00
   804.0           1.0000E+00              1.0000E+00
   805.0           1.0000E+00              1.0000E+00
   806.0           1.0000E+00              1.0000E+00
   807.0           1.0000E+00              1.0000E+00
   808.0           1.0000E+00              1.0000E+00
   809.0           1.0000E+00              1.0000E+00
   810.0           1.0000E+00              1.0000E+00
   811.0           1.0000E+00              1.0000E+00
   812.0           1.0000E+00              1.0000E+00
   813.0           1.0000E+00              1.0000E+00
   814.0           1.0000E+00              1.0000E+00
   815.0           1.0000E+00              1.0000E+00
   816.0           1.0000E+00              1.0000E+00
   817.0           1.0000E+00              1.0000E+00
   818.0           1.0000E+00              1.0000E+00
   819.0           1.0000E+00              1.0000E+00
   820.0           1.0000E+00              1.0000E+00
   821.0           1.0000E+00              1.0000E+00
   822.0           1.0000E+00              1.0000E+00
   823.0           1.0000E+00              1.0000E+00
   824.0           1.0000E+00              1.0000E+00
   825.0           1.0000E+00              1.0000E+00
   826.0           1.0000E+00              1.0000E+00
   827.0           1.0000E+00              1.0000E+00
   828.0           1.0000E+00              1.0000E+00
   829.0           1.0000E+00              1.0000E+00
   830.0           1.0000E+00              1.0000E+00
   831.0           1.0000E+00              1.0000E+00
   832.0           1.0000E+00              1.0000E+00
   833.0           1.0000E+00              1.0000E+00
   834.0           1.0000E+00              1.0000E+00
   835.0           1.0000E+00              1.0000E+00
   836.0           1.0000E+00              1.0000E+00
   837.0           1.0000E+00              1.0000E+00
   838.0           1.0000E+00              1.0000E+00
   839.0           1.0000E+00              1.0000E+00
   840.0           1.0000E+00              1.0000E+00
   841.0           1.0000E+00              1.0000E+00
   842.0           1.0000E+00              1.0000E+00
   843.0           1.0000E+00              1.0000E+00
   844.0           1.0000E+00              1.0000E+00
   845.0           1.0000E+00              1.0000E+00
   846.0           1.0000E+00              1.0000E+00
   847.0           1.0000E+00              1.0000E+00
   848.0           1.0000E+00              1.0000E+00
   849.0           1.0000E+00              1.0000E+00
   850.0           1.0000E+00              1.0000E+00
   851.0           1.0000E+00              1.0000E+00
   852.0           1.0000E+00              1.0000E+00
   853.0           1.0000E+00              1.0000E+00
   854.0           1.0000E+00              1.0000E+00
   855.0           1.0000E+00              1.0000E+00
   856.0           1.0000E+00              1.0000E+00
   857.0           1.0000E+00              1.0000E+00
   858.0           1.0000E+00              1.0000E+00
   859.0           1.0000E+00              1.0000E+00
   860.0           1.0000E+00              1.0000E+00
   861.0           1.0000E+00              1.0000E+00
   862.0           1.0000E+00              1.0000E+00
   863.0           1.0000E+00              1.0000E+00
   864.0           1.0000E+00              1.0000E+00
   865.0           1.0000E+00              1.0000E+00
   866.0           1.0000E+00              1.0000E+00
   867.0           1.0000E+00              1.0000E+00
   868.0           1.0000E+00              1.0000E+00
   869.0           1.0000E+00              1.0000E+00
   870.0           1.0000E+00              1.0000E+00
   871.0           1.0000E+00              1.0000E+00
   872.0           1.0000E+00              1.0000E+00
   873.0           1.0000E+00              1.0000E+00
   874.0           1.0000E+00              1.0000E+00
   875.0           1.0000E+00              1.0000E+00
   876.0           1.0000E+00              1.0000E+00
   877.0           1.0000E+00              1.0000E+00
   878.0           1.0000E+00              1.0000E+00
   879.0           1.0000E+00              1.0000E+00
   880.0           1.0000E+00              1.0000E+00
   881.0           1.0000E+00              1.0000E+00
   882.0           1.0000E+00              1.0000E+00
   883.0           1.0000E+00              1.0000E+00
   884.0           1.0000E+00              1.0000E+00
   885.0           1.0000E+00              1.0000E+00
   886.0           1.0000E+00              1.0000E+00
   887.0           1.0000E+00              1.0000E+00
   888.0           1.0000E+00              1.0000E+00
   889.0           1.0000E+00              1.0000E+00
   890.0           1.0000E+00              1.0000E+00
   891.0           1.0000E+00              1.0000E+00
   892.0           1.0000E+00              1.0000E+00
   893.0           1.0000E+00              1.0000E+00
   894.0           1.0000E+00              1.0000E+00
   895.0           1.0000E+00              1.0000E+00
   896.0           1.0000E+00              1.0000E+00
   897.0           1.0000E+00              1.0000E+00
   898.0           1.0000E+00              1.0000E+00
   899.0           1.0000E+00              1.0000E+00
   900.0           1.0000E+00              1.0000E+00
   901.0           1.0000E+00              1.0000E+00
   902.0           1.0000E+00              1.0000E+00
   903.0           1.0000E+00              1.0000E+00
   904.0           1.0000E+00              1.0000E+00
   905.0           1.0000E+00              1.0000E+00
   906.0           1.0000E+00              1.0000E+00
   907.0           1.0000E+00              1.0000E+00
   908.0           1.0000E+00              1.0000E+00
   909.0           1.0000E+00              1.0000E+00
   910.0           1.0000E+00              1.0000E+00
   911.0           1.0000E+00              1.0000E+00
   912.0           1.0000E+00              1.0000E+00
   913.0           1.0000E+00              1.0000E+00
   914.0           1.0000E+00              1.0000E+00
   915.0           1.0000E+00              1.0000E+00
   916.0           1.0000E+00              1.0000E+00
   917.0           1.0000E+00              1.0000E+00
   918.0           1.0000E+00              1.0000E+00
   919.0           1.0000E+00              1.0000E+00
   920.0           1.0000E+00              1.0000E+00
   921.0           1.0000E+00              1.0000E+00
   922.0           1.0000E+00              1.0000E+00
   923.0           1.0000E+00              1.0000E+00
   924.0           1.0000E+00              1.0000E+00
   925.0           1.0000E+00              1.0000E+00
   926.0           1.0000E+00              1.0000E+00
   927.0           1.0000E+00              1.0000E+00
   928.0           1.0000E+00              1.0000E+00
   929.0           1.0000E+00              1.0000E+00
   930.0           1.0000E+00              1.0000E+00
   931.0           1.0000E+00              1.0000E+00
   932.0           1.0000E+00              1.0000E+00
   933.0           1.0000E+00              1.0000E+00
   934.0           1.0000E+00              1.0000E+00
   935.0           1.0000E+00              1.0000E+00
   936.0           1.0000E+00              1.0000E+00
   937.0           1.0000E+00              1.0000E+00
   938.0           1.0000E+00              1.0000E+00
   939.0           1.0000E+00              1.0000E+00
   940.0           1.0000E+00              1.0000E+00
   941.0           1.0000E+00              1.0000E+00
   942.0           1.0000E+00              1.0000E+00
   943.0           1.0000E+00              1.0000E+00
   944.0           1.0000E+00              1.0000E+00
   945.0           1.0000E+00              1.0000E+00
   946.0           1.0000E+00              1.0000E+00
   947.0           1.0000E+00              1.0000E+00
   948.0           1.0000E+00              1.0000E+00
   949.0           1.0000E+00              1.0000E+00
   950.0           1.0000E+00              1.0000E+00
   951.0           1.0000E+00              1.0000E+00
   952.0           1.0000E+00              1.0000E+00
   953.0           1.0000E+00              1.0000E+00
   954.0           1.0000E+00              1.0000E+00
   955.0           1.0000E+00              1.0000E+00
   956.0           1.0000E+00              1.0000E+00
   957.0           1.0000E+00              1.0000E+00
   958.0           1.0000E+00              1.0000E+00
   959.0           1.0000E+00              1.0000E+00
   960.0           1.0000E+00              1.0000E+00
   961.0           1.0000E+00              1.0000E+00
   962.0           1.0000E+00              1.0000E+00
   963.0           1.0000E+00              1.0000E+00
   964.0           1.0000E+00              1.0000E+00
   965.0           1.0000E+00              1.0000E+00
   966.0           1.0000E+00              1.0000E+00
   967.0           1.0000E+00              1.0000E+00
   968.0           1.0000E+00              1.0000E+00
   969.0           1.0000E+00              1.0000E+00
   970.0           1.0000E+00              1.0000E+00
   971.0           1.0000E+00              1.0000E+00
   972.0           1.0000E+00              1.0000E+00
   973.0           1.0000E+00              1.0000E+00
   974.0           1.0000E+00              1.0000E+00
   975.0           1.0000E+00              1.0000E+00
   976.0           1.0000E+00              1.0000E+00
   977.0           1.0000E+00              1.0000E+00
   978.0           1.0000E+00              1.0000E+00
   979.0           1.0000E+00              1.0000E+00
   980.0           1.0000E+00              1.0000E+00
   981.0           1.0000E+00              1.0000E+00
   982.0           1.0000E+00              1.0000E+00
   983.0           1.0000E+00              1.0000E+00
   984.0           1.0000E+00              1.0000E+00
   985.0           1.0000E+00              1.0000E+00
   986.0           1.0000E+00              1.0000E+00
   987.0           1.0000E+00              1.0000E+00
   988.0           1.0000E+00              1.0000E+00
   989.0           1.0000E+00              1.0000E+00
   990.0           1.0000E+00              1.0000E+00
   991.0           1.0000E+00              1.0000E+00
   992.0           1.0000E+00              1.0000E+00
   993.0           1.0000E+00              1.0000E+00
   994.0           1.0000E+00              1.0000E+00
   995.0           1.0000E+00              1.0000E+00
   996.0           1.0000E+00              1.0000E+00
   997.0           1.0000E+00              1.0000E+00
   998.0           1.0000E+00              1.0000E+00
   999.0           1.0000E+00              1.0000E+00
  1000.0           1.0000E+00              1.0000E+00
  1001.0           1.0000E+00              1.0000E+00
  1002.0           1.0000E+00              1.0000E+00
  1003.0           1.0000E+00              1.0000E+00
  1004.0           1.0000E+00              1.0000E+00
  1005.0           1.0000E+00              1.0000E+00
  1006.0           1.0000E+00              1.0000E+00
  1007.0           1.0000E+00              1.0000E+00
  1008.0           1.0000E+00              1.0000E+00
  1009.0           1.0000E+00              1.0000E+00
  1010.0           1.0000E+00              1.0000E+00
  1011.0           1.0000E+00              1.0000E+00
  1012.0           1.0000E+00              1.0000E+00
  1013.0           1.0000E+00              1.0000E+00
  1014.0           1.0000E+00              1.0000E+00
  1015.0           1.0000E+00              1.0000E+00
  1016.0           1.0000E+00              1.0000E+00
  1017.0           1.0000E+00              1.0000E+00
  1018.0           1.0000E+00              1.0000E+00
  1019.0           1.0000E+00              1.0000E+00
  1020.0           1.0000E+00              1.0000E+00
  1021.0           1.0000E+00              1.0000E+00
  1022.0           1.0000E+00              1.0000E+00
  1023.0           1.0000E+00              1.0000E+00
  1024.0           1.0000E+00              1.0000E+00
  1025.0           1.0000E+00              1.0000E+00
  1026.0           1.0000E+00              1.0000E+00
  1027.0           1.0000E+00              1.0000E+00
  1028.0           1.0000E+00              1.0000E+00
  1029.0           1.0000E+00              1.0000E+00
  1030.0           1.0000E+00              1.0000E+00
  1031.0           1.0000E+00              1.0000E+00
  1032.0           1.0000E+00              1.0000E+00
  1033.0           1.0000E+00              1.0000E+00
  1034.0           1.0000E+00              1.0000E+00
  1035.0           1.0000E+00              1.0000E+00
  1036.0           1.0000E+00              1.0000E+00
  1037.0           1.0000E+00              1.0000E+00
  1038.0           1.0000E+00              1.0000E+00
  1039.0           1.0000E+00              1.0000E+00
  1040.0           1.0000E+00              1.0000E+00
  1041.0           1.0000E+00              1.0000E+00
  1042.0           1.0000E+00              1.0000E+00
  1043.0           1.0000E+00              1.0000E+00
  1044.0           1.0000E+00              1.0000E+00
  1045.0           1.0000E+00              1.0000E+00
  1046.0           1.0000E+00              1.0000E+00
  1047.0           1.0000E+00              1.0000E+00
  1048.0           1.0000E+00              1.0000E+00
  1049.0           1.0000E+00              1.0000E+00
  1050.0           1.0000E+00              1.0000E+00
  1051.0           1.0000E+00              1.0000E+00
  1052.0           1.0000E+00              1.0000E+00
  1053.0           1.0000E+00              1.0000E+00
  1054.0           1.0000E+00              1.0000E+00
  1055.0           1.0000E+00              1.0000E+00
  1056.0           1.0000E+00              1.0000E+00
  1057.0           1.0000E+00              1.0000E+00
  1058.0           1.0000E+00              1.0000E+00
  1059.0           1.0000E+00              1.0000E+00
  1060.0           1.0000E+00              1.0000E+00
  1061.0           1.0000E+00              1.0000E+00
  1062.0           1.0000E+00              1.0000E+00
  1063.0           1.0000E+00              1.0000E+00
  1064.0           1.0000E+00              1.0000E+00
  1065.0           1.0000E+00              1.0000E+00
  1066.0           1.0000E+00              1.0000E+00
  1067.0           1.0000E+00              1.0000E+00
  1068.0           1.0000E+00              1.0000E+00
  1069.0           1.0000E+00              1.0000E+00
  1070.0           1.0000E+00              1.0000E+00
  1071.0           1.0000E+00              1.0000E+00
  1072.0           1.0000E+00              1.0000E+00
  1073.0           1.0000E+00              1.0000E+00
  1074.0           1.0000E+00              1.0000E+00
  1075.0           1.0000E+00              1.0000E+00
  1076.0           1.0000E+00              1.0000E+00
  1077.0           1.0000E+00              1.0000E+00
  1078.0           1.0000E+00              1.0000E+00
  1079.0           1.0000E+00              1.0000E+00
  1080.0           1.0000E+00              1.0000E+00
  1081.0           1.0000E+00              1.0000E+00
  1082.0           1.0000E+00              1.0000E+00
  1083.0           1.0000E+00              1.0000E+00
  1084.0           1.0000E+00              1.0000E+00
  1085.0           1.0000E+00              1.0000E+00
  1086.0           1.0000E+00              1.0000E+00
  1087.0           1.0000E+00              1.0000E+00
  1088.0           1.0000E+00              1.0000E+00
  1089.0           1.0000E+00              1.0000E+00
  1090.0           1.0000E+00              1.0000E+00
  1091.0           1.0000E+00              1.0000E+00
  1092.0           1.0000E+00              1.0000E+00
  1093.0           1.0000E+00              1.0000E+00
  1094.0           1.0000E+00              1.0000E+00
  1095.0           1.0000E+00              1.0000E+00
  1096.0           1.0000E+00              1.0000E+00
  1097.0           1.0000E+00              1.0000E+00
  1098.0           1.0000E+00              1.0000E+00
  1099.0           1.0000E+00              1.0000E+00
  1100.0           1.0000E+00              1.0000E+00
  1101.0           1.0000E+00              1.0000E+00
  1102.0           1.0000E+00              1.0000E+00
  1103.0           1.0000E+00              1.0000E+00
  1104.0           1.0000E+00              1.0000E+00
  1105.0           1.0000E+00              1.0000E+00
  1106.0           1.0000E+00              1.0000E+00
  1107.0           1.0000E+00              1.0000E+00
  1108.0           1.0000E+00              1.0000E+00
  1109.0           1.0000E+00              1.0000E+00
  1110.0           1.0000E+00              1.0000E+00
  1111.0           1.0000E+00              1.0000E+00
  1112.0           1.0000E+00              1.0000E+00
  1113.0           1.0000E+00              1.0000E+00
  1114.0           1.0000E+00              1.0000E+00
  1115.0           1.0000E+00              1.0000E+00
  1116.0           1.0000E+00              1.0000E+00
  1117.0           1.0000E+00              1.0000E+00
  1118.0           1.0000E+00              1.0000E+00
  1119.0           1.0000E+00              1.0000E+00
  1120.0           1.0000E+00              1.0000E+00
  1121.0           1.0000E+00              1.0000E+00
  1122.0           1.0000E+00              1.0000E+00
  1123.0           1.0000E+00              1.0000E+00
  1124.0           1.0000E+00              1.0000E+00
  1125.0           1.0000E+00              1.0000E+00
  1126.0           1.0000E+00              1.0000E+00
  1127.0           1.0000E+00              1.0000E+00
  1128.0           1.0000E+00              1.0000E+00
  1129.0           1.0000E+00              1.0000E+00
  1130.0           1.0000E+00              1.0000E+00
  1131.0           1.0000E+00              1.0000E+00
  1132.0           1.0000E+00              1.0000E+00
  1133.0           1.0000E+00              1.0000E+00
  1134.0           1.0000E+00              1.0000E+00
  1135.0           1.0000E+00              1.0000E+00
  1136.0           1.0000E+00              1.0000E+00
  1137.0           1.0000E+00              1.0000E+00
  1138.0           1.0000E+00              1.0000E+00
  1139.0           1.0000E+00              1.0000E+00
  1140.0           1.0000E+00              1.0000E+00
  1141.0           1.0000E+00              1.0000E+00
  1142.0           1.0000E+00              1.0000E+00
  1143.0           1.0000E+00              1.0000E+00
  1144.0           1.0000E+00              1.0000E+00
  1145.0           1.0000E+00              1.0000E+00
  1146.0           1.0000E+00              1.0000E+00
  1147.0           1.0000E+00              1.0000E+00
  1148.0           1.0000E+00              1.0000E+00
  1149.0           1.0000E+00              1.0000E+00
  1150.0           1.0000E+00              1.0000E+00
  1151.0           1.0000E+00              1.0000E+00
  1152.0           1.0000E+00              1.0000E+00
  1153.0           1.0000E+00              1.0000E+00
  1154.0           1.0000E+00              1.0000E+00
  1155.0           1.0000E+00              1.0000E+00
  1156.0           1.0000E+00              1.0000E+00
  1157.0           1.0000E+00              1.0000E+00
  1158.0           1.0000E+00              1.0000E+00
  1159.0           1.0000E+00              1.0000E+00
  1160.0           1.0000E+00              1.0000E+00
  1161.0           1.0000E+00              1.0000E+00
  1162.0           1.0000E+00              1.0000E+00
  1163.0           1.0000E+00              1.0000E+00
  1164.0           1.0000E+00              1.0000E+00
  1165.0           1.0000E+00              1.0000E+00
  1166.0           1.0000E+00              1.0000E+00
  1167.0           1.0000E+00              1.0000E+00
  1168.0           1.0000E+00              1.0000E+00
  1169.0           1.0000E+00              1.0000E+00
  1170.0           1.0000E+00              1.0000E+00
  1171.0           1.0000E+00              1.0000E+00
  1172.0           1.0000E+00              1.0000E+00
  1173.0           1.0000E+00              1.0000E+00
  1174.0           1.0000E+00              1.0000E+00
  1175.0           1.0000E+00              1.0000E+00
  1176.0           1.0000E+00              1.0000E+00
  1177.0           1.0000E+00              1.0000E+00
  1178.0           1.0000E+00              1.0000E+00
  1179.0           1.0000E+00              1.0000E+00
  1180.0           1.0000E+00              1.0000E+00
  1181.0           1.0000E+00              1.0000E+00
  1182.0           1.0000E+00              1.0000E+00
  1183.0           1.0000E+00              1.0000E+00
  1184.0           1.0000E+00              1.0000E+00
  1185.0           1.0000E+00              1.0000E+00
  1186.0           1.0000E+00              1.0000E+00
  1187.0           1.0000E+00              1.0000E+00
  1188.0           1.0000E+00              1.0000E+00
  1189.0           1.0000E+00              1.0000E+00
  1190.0           1.0000E+00              1.0000E+00
  1191.0           1.0000E+00              1.0000E+00
  1192.0           1.0000E+00              1.0000E+00
  1193.0           1.0000E+00              1.0000E+00
  1194.0           1.0000E+00              1.0000E+00
  1195.0           1.0000E+00              1.0000E+00
  1196.0           1.0000E+00              1.0000E+00
  1197.0           1.0000E+00              1.0000E+00
  1198.0           1.0000E+00              1.0000E+00
  1199.0           1.0000E+00              1.0000E+00
  1200.0           1.0000E+00              1.0000E+00
  1201.0           1.0000E+00              1.0000E+00
  1202.0           1.0000E+00              1.0000E+00
  1203.0           1.0000E+00              1.0000E+00
  1204.0           1.0000E+00              1.0000E+00
  1205.0           1.0000E+00              1.0000E+00
  1206.0           1.0000E+00              1.0000E+00
  1207.0           1.0000E+00              1.0000E+00
  1208.0           1.0000E+00              1.0000E+00
  1209.0           1.0000E+00              1.0000E+00
  1210.0           1.0000E+00              1.0000E+00
  1211.0           1.0000E+00              1.0000E+00
  1212.0           1.0000E+00              1.0000E+00
  1213.0           1.0000E+00              1.0000E+00
  1214.0           1.0000E+00              1.0000E+00
  1215.0           1.0000E+00              1.0000E+00
  1216.0           1.0000E+00              1.0000E+00
  1217.0           1.0000E+00              1.0000E+00
  1218.0           1.0000E+00              1.0000E+00
  1219.0           1.0000E+00              1.0000E+00
  1220.0           1.0000E+00              1.0000E+00
  1221.0           1.0000E+00              1.0000E+00
  1222.0           1.0000E+00              1.0000E+00
  1223.0           1.0000E+00              1.0000E+00
  1224.0           1.0000E+00              1.0000E+00
  1225.0           1.0000E+00              1.0000E+00
  1226.0           1.0000E+00              1.0000E+00
  1227.0           1.0000E+00              1.0000E+00
  1228.0           1.0000E+00              1.0000E+00
  1229.0           1.0000E+00              1.0000E+00
  1230.0           1.0000E+00              1.0000E+00
  1231.0           1.0000E+00              1.0000E+00
  1232.0           1.0000E+00              1.0000E+00
  1233.0           1.0000E+00              1.0000E+00
  1234.0           1.0000E+00              1.0000E+00
  1235.0           1.0000E+00              1.0000E+00
  1236.0           1.0000E+00              1.0000E+00
  1237.0           1.0000E+00              1.0000E+00
  1238.0           1.0000E+00              1.0000E+00
  1239.0           1.0000E+00              1.0000E+00
  1240.0           1.0000E+00              1.0000E+00
  1241.0           1.0000E+00              1.0000E+00
  1242.0           1.0000E+00              1.0000E+00
  1243.0           1.0000E+00              1.0000E+00
  1244.0           1.0000E+00              1.0000E+00
  1245.0           1.0000E+00              1.0000E+00
  1246.0           1.0000E+00              1.0000E+00
  1247.0           1.0000E+00              1.0000E+00
  1248.0           1.0000E+00              1.0000E+00
  1249.0           1.0000E+00              1.0000E+00
  1250.0           1.0000E+00              1.0000E+00
  1251.0           1.0000E+00              1.0000E+00
  1252.0           1.0000E+00              1.0000E+00
  1253.0           1.0000E+00              1.0000E+00
  1254.0           1.0000E+00              1.0000E+00
  1255.0           1.0000E+00              1.0000E+00
  1256.0           1.0000E+00              1.0000E+00
  1257.0           1.0000E+00              1.0000E+00
  1258.0           1.0000E+00              1.0000E+00
  1259.0           1.0000E+00              1.0000E+00
  1260.0           1.0000E+00              1.0000E+00
  1261.0           1.0000E+00              1.0000E+00
  1262.0           1.0000E+00              1.0000E+00
  1263.0           1.0000E+00              1.0000E+00
  1264.0           1.0000E+00              1.0000E+00
  1265.0           1.0000E+00              1.0000E+00
  1266.0           1.0000E+00              1.0000E+00
  1267.0           1.0000E+00              1.0000E+00
  1268.0           1.0000E+00              1.0000E+00
  1269.0           1.0000E+00              1.0000E+00
  1270.0           1.0000E+00              1.0000E+00
  1271.0           1.0000E+00              1.0000E+00
  1272.0           1.0000E+00              1.0000E+00
  1273.0           1.0000E+00              1.0000E+00
  1274.0           1.0000E+00              1.0000E+00
  1275.0           1.0000E+00              1.0000E+00
  1276.0           1.0000E+00              1.0000E+00
  1277.0           1.0000E+00              1.0000E+00
  1278.0           1.0000E+00              1.0000E+00
  1279.0           1.0000E+00              1.0000E+00
  1280.0           1.0000E+00              1.0000E+00
  1281.0           1.0000E+00              1.0000E+00
  1282.0           1.0000E+00              1.0000E+00
  1283.0           1.0000E+00              1.0000E+00
  1284.0           1.0000E+00              1.0000E+00
  1285.0           1.0000E+00              1.0000E+00
  1286.0           1.0000E+00              1.0000E+00
  1287.0           1.0000E+00              1.0000E+00
  1288.0           1.0000E+00              1.0000E+00
  1289.0           1.0000E+00              1.0000E+00
  1290.0           1.0000E+00              1.0000E+00
  1291.0           1.0000E+00              1.0000E+00
  1292.0           1.0000E+00              1.0000E+00
  1293.0           1.0000E+00              1.0000E+00
  1294.0           1.0000E+00              1.0000E+00
  1295.0           1.0000E+00              1.0000E+00
  1296.0           1.0000E+00              1.0000E+00
  1297.0           1.0000E+00              1.0000E+00
  1298.0           1.0000E+00              1.0000E+00
  1299.0           1.0000E+00              1.0000E+00
  1300.0           1.0000E+00              1.0000E+00
  1301.0           1.0000E+00              1.0000E+00
  1302.0           1.0000E+00              1.0000E+00
  1303.0           1.0000E+00              1.0000E+00
  1304.0           1.0000E+00              1.0000E+00
  1305.0           1.0000E+00              1.0000E+00
